Title,IMDb Rating,Year,Certificates,Genre,Director,Star Cast,MetaScore,Poster-src,Duration (minutes)
Shadows in the Palace,6.3,2007,PG-13,Crime,Mi-jung Kim,Park Jin-heeYun Se-ahSeo Yeong-hie,66.0,"https://m.media-amazon.com/images/M/MV5BMTg5OTg0MTQxM15BMl5BanBnXkFtZTgwNjkzNzE1MjE@._V1_QL75_UY281_CR3,0,190,281_.jpg",112.0
The Black Pimpernel,6.2,2007,R,Drama,Åsa Faringer,Michael NyqvistLumi CavazosKate del Castillo,66.0,"https://m.media-amazon.com/images/M/MV5BZTk4YWQwYjQtN2FmYS00YzkzLWJiOGEtOTNmODVhODkzYmEwXkEyXkFqcGdeQXVyMTI0NTEyNzU@._V1_QL75_UY281_CR5,0,190,281_.jpg",95.0
The Fall of Berlin,7.2,1945,PG-13,Documentary,Yuli Raizman,Leonid KhmaraRudolf BoettgerVasiliy Chuikov,66.0,"https://m.media-amazon.com/images/M/MV5BM2RhYTliYzYtMWYyNy00YTYwLThiZWUtZDMzN2M1YmQ1YzIyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",70.0
All for Liberty,6.8,2009,PG-13,Drama,Chris Weatherhead,Bettina BeardDelfloria BrownHalle Brown,66.0,"https://m.media-amazon.com/images/M/MV5BMTQwOTk4NDMwOV5BMl5BanBnXkFtZTgwNTA1MjA2MDE@._V1_QL75_UY281_CR11,0,190,281_.jpg",86.0
Darwin,7.0,2011,G,Documentary,Nick Brandestini,Monty BranniganNancy BranniganHank Jones,66.0,"https://m.media-amazon.com/images/M/MV5BMTYwNzM0MTcxNV5BMl5BanBnXkFtZTcwMzU3MTk1NA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",86.0
Black Field,6.4,2009,PG-13,History,Danishka Esterhazy,Sara CanningMathieu BourguetFerron Guerreiro,66.0,"https://m.media-amazon.com/images/M/MV5BMTU3MzIzNjMzOV5BMl5BanBnXkFtZTcwNTYzNDYyNA@@._V1_QL75_UY281_CR1,0,190,281_.jpg",80.0
Good Ol' Freda,7.4,2013,PG,Documentary,Ryan White,Freda KellyPaul McCartneyJohn Lennon,60.0,"https://m.media-amazon.com/images/M/MV5BMjIwMjU3MzUxM15BMl5BanBnXkFtZTcwNzE1NDQ4OQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",86.0
Champ d'honneur,6.8,1987,PG,Drama,Jean-Pierre Denis,Hubert AupetitJean-Pierre DenisFrançoise Dudognon,66.0,"https://m.media-amazon.com/images/M/MV5BODQwNzIyZGQtZWQ2OS00YjZhLTlkMDQtYWJiY2UwZDZiYTBhXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR1,0,190,281_.jpg",87.0
The Heroic Ones,6.5,1970,PG-13,Action,Cheh Chang,David ChiangHan ChinLung Ti,66.0,"https://m.media-amazon.com/images/M/MV5BMzcwMTI5ZjAtZTljOS00MTAzLTkwNzAtMGZjNTY1NGQwNjkzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR8,0,190,281_.jpg",117.0
NWA & Eazy-E: Kings of Compton,6.0,2016,PG-13,Documentary,Mike Corbera,Tony A.Kim BuieMister Cartoon,66.0,"https://m.media-amazon.com/images/M/MV5BMTQ4MzQ0Mjk1M15BMl5BanBnXkFtZTgwMDkwNjQ5NjE@._V1_QL75_UY281_CR1,0,190,281_.jpg",80.0
The Last Confession of Alexander Pearce,6.4,2008,PG-13,Biography,Michael James Rowland,Adrian DunbarCiarán McMenaminDan Wyllie,66.0,"https://m.media-amazon.com/images/M/MV5BMTkyMTExMjgzMV5BMl5BanBnXkFtZTcwMzc2OTczMg@@._V1_QL75_UY281_CR2,0,190,281_.jpg",60.0
The Gangster,6.3,2012,R,Action,Kome Kongkiat Komesiri,Krisada Sukosol ClappSomchai KemgladSakarin Suthamsamai,66.0,"https://m.media-amazon.com/images/M/MV5BMDY0ZDNkNzktODQxMy00YzdkLTg1MDEtYTcwOWYxMmFhMWQzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR11,0,190,281_.jpg",114.0
Defying the Nazis: The Sharps' War,7.1,2016,PG,Documentary,Ken Burns,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BMjQzNDcxMDU5OV5BMl5BanBnXkFtZTgwNzg3NTkwMDI@._V1_QL75_UY281_CR11,0,190,281_.jpg",90.0
Under the Boardwalk: The Monopoly Story,6.1,2010,G,Documentary,Kevin Tostado,Zachary LeviPhilip OrbanesKen Koury,63.0,"https://m.media-amazon.com/images/M/MV5BNTY1NTgyMjYwMV5BMl5BanBnXkFtZTcwMTAxNzAwNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",88.0
Centralia: Pennsylvania's Lost Town,8.4,2017,PG,Documentary,Joe Sapienza,Don BaileyJack CarlingColleen Coddington,66.0,"https://m.media-amazon.com/images/M/MV5BMTQ1MTI2MzUzMF5BMl5BanBnXkFtZTgwNDI4NjExNzE@._V1_QL75_UY281_CR4,0,190,281_.jpg",90.0
Grass,7.2,1999,R,Documentary,Ron Mann,Woody HarrelsonHarry J. AnslingerGeorge Bush,64.0,"https://m.media-amazon.com/images/M/MV5BMTI1MzM5Mjg4NV5BMl5BanBnXkFtZTcwNTE5MjgxMQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",80.0
Devil's Bride,6.0,2016,R,Drama,Saara Cantell,Tuulia ElorantaMagnus KrepperElin Petersdottir,66.0,"https://m.media-amazon.com/images/M/MV5BYjYxYzNjMzMtYjM2Ni00MWU3LTkxNmItM2ZmMmUwMjFjMDg4XkEyXkFqcGdeQXVyMTIxMzMzMzE@._V1_QL75_UY281_CR4,0,190,281_.jpg",110.0
Zapata,7.2,1970,R,Action,Felipe Cazals,Antonio AguilarArmando AcostaDavid Alejandro,66.0,"https://m.media-amazon.com/images/M/MV5BZjNhMmI0YzItZjg2Mi00MzE5LTg1YTEtNDkwNjM2N2E5MjU0XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR10,0,190,281_.jpg",120.0
"Santiago, Italia",7.2,2018,PG,Documentary,Nanni Moretti,Salvador AllendeCarmen CastilloPatricio Guzmán,66.0,"https://m.media-amazon.com/images/M/MV5BZTI0YzM2ZTAtYTI4OS00MmI1LWE5MzQtYTdmMzZhMDZkYjM3XkEyXkFqcGdeQXVyNzQ1OTc5NTY@._V1_QL75_UY281_CR4,0,190,281_.jpg",80.0
Martial Universe 2: Nine Talisman Tower,6.4,2021,PG-13,Action,Suiqiang Huo,Wang LuojiaMarina LiLuqi Kang,66.0,"https://m.media-amazon.com/images/M/MV5BZGQyNjY3M2MtNWY4Mi00NTQwLTgzMWUtNTZjODA4OWJiNDQwXkEyXkFqcGdeQXVyMTMyMTYwOTI0._V1_QL75_UX190_CR0,2,190,281_.jpg",116.3
The 14 Amazons,6.5,1972,R,Adventure,Kang Cheng,Hua TsungMei Sheng FanChung-Hsin Huang,66.0,"https://m.media-amazon.com/images/M/MV5BZjUxMzI2MzAtNDFmOC00MDg4LWE3ZTQtM2E5ZGJhYTYyMWUzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UY281_CR0,0,190,281_.jpg",125.0
The Lumber Baron,6.0,2019,PG,Drama,Barry Andersson,Joseph BezenekChristina BaldwinAnna Stranz,66.0,"https://m.media-amazon.com/images/M/MV5BNjIxMzE1M2YtOTNjMi00MjdmLWE2NWQtYmQxNzIwYTRkYWVkXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_QL75_UY281_CR6,0,190,281_.jpg",120.0
Purple Butterfly,6.1,2003,R,Drama,Ye Lou,Ziyi ZhangTôru NakamuraYe Liu,68.0,"https://m.media-amazon.com/images/M/MV5BYjViODAwMTEtYWUzNy00NGMzLWFjMTQtN2ExNDZlMDdjMTg2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UY281_CR9,0,190,281_.jpg",127.0
Bang Rajan,6.6,2000,R,Action,Tanit Jitnukul,Kome Kongkiat KomesiriBunthin ThuaykaewPatikarn Phejmunee,59.0,"https://m.media-amazon.com/images/M/MV5BMDZjODhlMDYtNDRiZS00MGMxLTg1YjgtNjcxNzkwM2Q0NzQ3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR4,0,190,281_.jpg",71.0
The Bushbaby,6.3,1969,G,Adventure,John Trent,Robert MaxwellWilliam Stevenson,66.0,"https://m.media-amazon.com/images/M/MV5BOTMwNDJlMTAtYzFkZi00MmRjLThjODctNzk3ODcxNzNhM2FjXkEyXkFqcGdeQXVyMjI4NDQ1Mzc@._V1_QL75_UX190_CR0,3,190,281_.jpg",100.0
The Agronomist,7.4,2003,PG-13,Documentary,Jonathan Demme,Daniel RadcliffeEmma WatsonRupert Grint,82.0,"https://m.media-amazon.com/images/M/MV5BMjA5NjUwNzU2N15BMl5BanBnXkFtZTcwMDE4NDUyMQ@@._V1_QL75_UY281_CR2,0,190,281_.jpg",90.0
Seasons,7.2,2015,PG,Documentary,Jacques Perrin,Daniel RadcliffeEmma WatsonRupert Grint,67.0,"https://m.media-amazon.com/images/M/MV5BMTU0MzY1OTg4OV5BMl5BanBnXkFtZTgwNTQ3MzU0MDI@._V1_QL75_UY281_CR2,0,190,281_.jpg",96.0
Bisbee '17,6.8,2018,PG,Documentary,Robert Greene,Charles BetheaRyan BruceChris Dietz,87.0,"https://m.media-amazon.com/images/M/MV5BMWQ0YjY5MDMtZWFhMC00OGMzLTg0MzYtODk4NmMwYTQ5ZmZhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR11,0,190,281_.jpg",112.0
Discover Arts: Hitler vs Picasso,6.9,2018,G,Documentary,Claudio Poli,Toni ServilloTimothy Garton AshJean-Marc Dreyfus,66.0,"https://m.media-amazon.com/images/M/MV5BZmUyMGRjMTMtY2Y0Ny00NjQ2LTk0MzUtNGFmYjU2YTllNGJjXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",94.0
Ailey,6.7,2021,PG-13,Documentary,Jamila Wignot,Alvin AileyCicely TysonRennie Harris,77.0,"https://m.media-amazon.com/images/M/MV5BZDAzOWYzN2ItMTM0MS00OWU5LTkwZjctMjcwMTJmMmU0ZWVkXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
Jimmy Carter Man from Plains,7.1,2007,PG,Documentary,Jonathan Demme,Jimmy CarterRosalynn CarterLillian Carter,58.0,"https://m.media-amazon.com/images/M/MV5BMTUxNTAyODI3NV5BMl5BanBnXkFtZTcwOTQyOTI1MQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg",125.0
Reunion,6.9,1989,PG-13,Drama,Jerry Schatzberg,Jason RobardsChristien AnholtSamuel West,66.0,"https://m.media-amazon.com/images/M/MV5BZTczZTNiNWUtMTZmNC00ZDY5LWIxNjItMzUyOTAxYjRiMDFjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,32,190,281_.jpg",110.0
Orapronobis,6.9,1989,R,Action,Lino Brocka,Phillip SalvadorDina BonnevieGina Alajar,66.0,"https://m.media-amazon.com/images/M/MV5BM2Q1NzQzYTktMzkwNC00MWM5LWI3M2EtMTIzNmI0NTAzMmNkXkEyXkFqcGdeQXVyNDU5NDEyMjU@._V1_QL75_UY281_CR9,0,190,281_.jpg",94.0
Battle of the Japan Sea,6.4,1969,G,Drama,Seiji Maruyama,Toshirô MifuneTatsuya NakadaiYûzô Kayama,66.0,"https://m.media-amazon.com/images/M/MV5BMGMzNGRjMjYtY2VmZS00NTBmLTgwODMtNDMyYmQxZjM0NjU5XkEyXkFqcGdeQXVyMTk4Njc5MTM@._V1_QL75_UX190_CR0,5,190,281_.jpg",128.0
Where's Jack?,6.5,1969,G,Adventure,James Clavell,Tommy SteeleStanley BakerAlan Badel,66.0,"https://m.media-amazon.com/images/M/MV5BYTM1MGM5ZDgtZmZhYy00MTA2LWEyYTgtMWFiNGQxNmM3MDQ1XkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_QL75_UX190_CR0,5,190,281_.jpg",120.0
The Last of the Unjust,7.3,2013,PG-13,Documentary,Claude Lanzmann,Daniel RadcliffeEmma WatsonRupert Grint,80.0,"https://m.media-amazon.com/images/M/MV5BMTcyNjI4NzM3Ml5BMl5BanBnXkFtZTgwNTE0OTQ2MDE@._V1_QL75_UY281_CR3,0,190,281_.jpg",220.0
A Forgotten Man,6.5,2022,R,Drama,Laurent Nègre,Michael NeuenschwanderManuela BiedermannYann Philipona,51.0,"https://m.media-amazon.com/images/M/MV5BZWI1ZDAxYmMtODhiMC00NDczLWJlMjktNzgxZmQwZjI5NDVmXkEyXkFqcGdeQXVyMTEwNDE0MjY@._V1_QL75_UY281_CR4,0,190,281_.jpg",85.0
Angela,6.0,1973,R,Drama,Nikolai van der Heyde,Sandy van der LindenBarbara HersheyRalph Meeker,66.0,"https://m.media-amazon.com/images/M/MV5BYzQ2NTczN2EtYTkzYy00ZjJjLTg2ZGMtOWYwZjdjNGNmNGRkXkEyXkFqcGdeQXVyMzExODEzNDA@._V1_QL75_UY281_CR2,0,190,281_.jpg",113.0
Why We Ride,7.5,2013,PG,Documentary,Bryan H. Carroll,Bryan H. CarrollChris HampelJames C. Walker,66.0,"https://m.media-amazon.com/images/M/MV5BMTQzNTEwMDQ5MV5BMl5BanBnXkFtZTgwMzU2NjM2MDE@._V1_QL75_UY281_CR0,0,190,281_.jpg",89.0
Heneral Luna,7.2,2015,R,Action,Jerrold Tarog,Henry FranciaSumaquel P. HosallaPedro Javier,58.0,"https://m.media-amazon.com/images/M/MV5BNjg3MTgxNjA2NV5BMl5BanBnXkFtZTgwOTczNDY5NjE@._V1_QL75_UX190_CR0,0,190,281_.jpg",118.0
The Abdication,6.1,1974,PG,Biography,Anthony Harvey,Ruth Wolff,66.0,"https://m.media-amazon.com/images/M/MV5BNDE2ODNmYWQtOWQ4Mi00MGEzLTkxMGMtY2NkMDQ5OTE4MzkwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,6,190,281_.jpg",103.0
Sugar Cane Alley,7.3,1983,PG,Drama,Euzhan Palcy,Garry CadenatDarling LégitimusDouta Seck,66.0,"https://m.media-amazon.com/images/M/MV5BODI3MWE2OWEtZGMzMy00MGE0LWFmMTUtNTNlOTEwMmVjMzEzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR10,0,190,281_.jpg",103.0
Tsar,6.8,2009,PG-13,Drama,Pavel Lungin,Pyotr MamonovOleg YankovskiyRamilya Iskander,66.0,"https://m.media-amazon.com/images/M/MV5BYTM4Yjg4ZTQtODJlZS00ZThiLTgyYWYtNDU2NTQ4YjZlOWQwXkEyXkFqcGdeQXVyMzQzNDc4NTQ@._V1_QL75_UX190_CR0,6,190,281_.jpg",116.0
Burke & Wills,6.3,1985,PG-13,Adventure,Graeme Clifford,Jack ThompsonNigel HaversGreta Scacchi,66.0,"https://m.media-amazon.com/images/M/MV5BMjI4Nzg4NDc4OV5BMl5BanBnXkFtZTgwMDU2MzkwMzE@._V1_QL75_UX190_CR0,2,190,281_.jpg",140.0
Genocide,7.3,1982,PG,Documentary,Arnold Schwartzman,Elizabeth TaylorOrson WellesSimon Wiesenthal,66.0,"https://m.media-amazon.com/images/M/MV5BN2I5NjI3ZTQtOGM0MS00Y2IwLWEyNzQtMjRhMmUzY2E5NGMzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,4,190,281_.jpg",90.0
China Cry: A True Story,6.7,1990,PG-13,Biography,James F. Collier,Julia NicksonFrance NuyenJames Shigeta,66.0,"https://m.media-amazon.com/images/M/MV5BNWFjZDBhNTQtZmQ0MC00MjYwLWE5ZDctMjU2YjJjZTI3NmEwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,4,190,281_.jpg",101.0
Fauci,6.5,2021,PG-13,Documentary,John Hoffman,BonoGeorge W. BushFrancis Collins,70.0,"https://m.media-amazon.com/images/M/MV5BMWRiYTJiOWUtZjQxNC00NTY4LTgzZmQtODk5OTRmNWQwNWYwXkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UY281_CR0,0,190,281_.jpg",104.0
American Hardcore,7.3,2006,R,Documentary,Paul Rachman,Steven Blush,69.0,"https://m.media-amazon.com/images/M/MV5BMTA4NjAzNDMzMjleQTJeQWpwZ15BbWU3MDcxNzg0MzE@._V1_QL75_UX190_CR0,2,190,281_.jpg",100.0
Genghis Khan: To the Ends of the Earth and Sea,6.2,2007,R,Action,Shin'ichirô Sawai,Takashi SorimachiRei KikukawaMayumi Wakamura,66.0,"https://m.media-amazon.com/images/M/MV5BY2UxYjFkYTktYjc0Ny00MDNkLTlmNzctZjNlZGE3MTJkZTkyXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR0,0,190,281_.jpg",136.0
The Outsider,6.9,1979,R,Drama,Tony Luraschi,Craig WassonSterling HaydenPatricia Quinn,63.0,"https://m.media-amazon.com/images/M/MV5BODM4OTYyMTY5Ml5BMl5BanBnXkFtZTgwOTYzODk1MDE@._V1_QL75_UX190_CR0,2,190,281_.jpg",122.0
Iris,7.1,2014,PG-13,Documentary,Albert Maysles,Iris ApfelHarold KodaDries Van Noten,80.0,"https://m.media-amazon.com/images/M/MV5BYWFmOTVlYTItNWYyNS00YWRhLWFmYjYtNGM2ZmU5N2EyMmUzXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_QL75_UX190_CR0,2,190,281_.jpg",79.0
Cocaine Cowboys: Reloaded,7.6,2014,R,Documentary,Billy Corben,Nelson AndreuEdna BuchananRandy Christmas,66.0,"https://m.media-amazon.com/images/M/MV5BMTJjYmIxOWUtYTY5ZC00ZDI2LTlmNDYtYTcwYzVhMGE4Nzc2XkEyXkFqcGdeQXVyMTYxMDYzOTM@._V1_QL75_UY281_CR46,0,190,281_.jpg",152.0
A Murder in the Park,7.3,2014,PG-13,Documentary,Shawn Rech,Dexter HammettJoseph AlexJason Patrick,70.0,"https://m.media-amazon.com/images/M/MV5BZjA0N2MzNjgtM2NiOS00NzM3LWFjNWEtYjI5NDUxNzA3NTExXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UX190_CR0,2,190,281_.jpg",91.0
The Trial of the Catonsville Nine,7.2,1972,PG,Drama,Gordon Davidson,Daniel BerriganSaul Levitt,66.0,"https://m.media-amazon.com/images/M/MV5BYWUxZGEwZTAtMDM5ZC00YTMyLTlmZjAtODg0YTM4MGFhZDBkXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_QL75_UX190_CR0,37,190,281_.jpg",85.0
1898: Our Last Men in the Philippines,6.5,2016,R,Drama,Salvador Calvo,Luis TosarJavier GutiérrezÁlvaro Cervantes,66.0,"https://m.media-amazon.com/images/M/MV5BMWJkYzNlYzAtNTk0NC00YzIwLTljZDAtZWQyZTg0OTUxYTg2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UY281_CR4,0,190,281_.jpg",105.0
The Unknown Known,7.0,2013,PG-13,Documentary,Errol Morris,Daniel RadcliffeEmma WatsonRupert Grint,69.0,"https://m.media-amazon.com/images/M/MV5BMTg0NDIwOTc2Ml5BMl5BanBnXkFtZTgwNjc4MTQ5MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",103.0
Hanussen,7.2,1988,R,Drama,István Szabó,Péter DobaiErik Jan HanussenPaul Hengge,66.0,"https://m.media-amazon.com/images/M/MV5BMTIwMDkyMTg4NF5BMl5BanBnXkFtZTcwNTM1MjAyMQ@@._V1_QL75_UX190_CR0,33,190,281_.jpg",140.0
O Jerusalem,6.0,2006,R,Drama,Élie Chouraqui,JJ FeildSaïd TaghmaouiMaria Papas,39.0,"https://m.media-amazon.com/images/M/MV5BNTg3NzI1OTMxOF5BMl5BanBnXkFtZTcwNzUzNzkzMQ@@._V1_QL75_UY281_CR11,0,190,281_.jpg",100.0
The Battle of the Sexes,6.9,2013,PG-13,Documentary,James Erskine,Billie Jean KingVirginia WadeLornie Kuhle,66.0,"https://m.media-amazon.com/images/M/MV5BMjA1MTEyMzAwOF5BMl5BanBnXkFtZTgwOTY5MjY1MDE@._V1_QL75_UY281_CR5,0,190,281_.jpg",83.0
The Beach Boys: An American Band,7.1,1985,PG-13,Documentary,Malcolm Leo,Brian WilsonDennis WilsonCarl Wilson,66.0,"https://m.media-amazon.com/images/M/MV5BYTQzZTdmZDktZjVhNS00NWE1LWI3MGMtYWI3YTczMjczYmZjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR13,0,190,281_.jpg",103.0
Incident at Oglala,7.6,1992,PG,Documentary,Michael Apted,Robert RedfordNorman ZigrossiRobert Sikma,66.0,"https://m.media-amazon.com/images/M/MV5BN2ExYmYwYTUtYzcxOS00YzRmLWE4ZDItMTFhNGI5MGU1NjYxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UY281_CR14,0,190,281_.jpg",89.0
Belizaire the Cajun,6.5,1986,PG,Drama,Glen Pitre,Armand AssanteGail YoungsMichael Schoeffling,66.0,"https://m.media-amazon.com/images/M/MV5BNTZmMzk0MmQtYzNhZi00NmU1LTgyZDItNDdiNjVkZTBlYjQxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_QL75_UX190_CR0,7,190,281_.jpg",103.0
The Lady and the Duke,6.8,2001,PG-13,Drama,Éric Rohmer,Lucy RussellJean-Claude DreyfusAlain Libolt,74.0,"https://m.media-amazon.com/images/M/MV5BMDFmZmQzYmQtNWIwZC00ZGY2LWJkNmEtZTgzNWNkY2JjNzM5XkEyXkFqcGdeQXVyMTcwOTQzOTYy._V1_QL75_UX190_CR0,3,190,281_.jpg",129.0
Eva Peron: The True Story,6.7,1996,PG,Biography,Juan Carlos Desanzo,Esther GorisVíctor LaplaceCristina Banegas,66.0,"https://m.media-amazon.com/images/M/MV5BYTAwZGNmN2MtNzMzOS00NjcyLTg2NWQtZTEyMDJkNzQwNTJiXkEyXkFqcGdeQXVyODgxMDAxMjY@._V1_QL75_UY281_CR2,0,190,281_.jpg",120.0
Newsfront,6.9,1978,PG,Drama,Phillip Noyce,Phillip NoyceBob EllisDavid Elfick,66.0,"https://m.media-amazon.com/images/M/MV5BMzQyNjk0MTEzNV5BMl5BanBnXkFtZTcwNzIyOTYzMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",110.0
The Legend of Suriyothai,6.4,2001,R,Action,Chatrichalerm Yukol,M.L. Piyapas BhirombhakdiSarunyu WongkrachangChatchai Plengpanich,58.0,"https://m.media-amazon.com/images/M/MV5BMTIwNzU2NDU2NF5BMl5BanBnXkFtZTcwNzk0MTAwMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",142.0
Command and Control,7.3,2016,PG,Documentary,Robert Kenner,Robert KennerBrian PearleKim Roberts,77.0,"https://m.media-amazon.com/images/M/MV5BYWJlNmZlMmEtMGRmZS00ZTNjLTk2MmYtN2E0OWZmYTljNGU4XkEyXkFqcGdeQXVyNjg4MzI0OTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",92.0
To Kill A Priest,6.1,1988,R,Drama,Agnieszka Holland,Michael CooperAgnieszka HollandJean-Yves Pitoun,66.0,"https://m.media-amazon.com/images/M/MV5BMzFlMDFiY2QtODA3Ny00YTdhLTlmNWQtODZlN2YxZWYyNmVkXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",117.0
Winnie Mandela,6.1,2011,R,Biography,Darrell Roodt,Anne Marie du Preez BezdrobAndré PieterseDarrell Roodt,37.0,"https://m.media-amazon.com/images/M/MV5BMTQxMTI4NjM2MF5BMl5BanBnXkFtZTgwNzk0MjIwMDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",104.0
The Mystery of Picasso,7.6,1956,PG,Documentary,Henri-Georges Clouzot,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BZjE1MmE1NTUtYjM3MS00NjJkLWJlMmItNjcyNDQ4N2I5Yjk2XkEyXkFqcGdeQXVyNDYxOTY1Njg@._V1_QL75_UY281_CR9,0,190,281_.jpg",78.0
The Nelson Affair,6.4,1973,PG,Drama,James Cellan Jones,Terence Rattigan,66.0,"https://m.media-amazon.com/images/M/MV5BNmQyYjcyY2MtOTQ1Yy00OGZiLWE3ZGUtYmM1YTg3ZTMxMjZmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_QL75_UX190_CR0,0,190,281_.jpg",118.0
Kamouraska,7.5,1973,R,Drama,Claude Jutra,Anne HébertClaude Jutra,66.0,"https://m.media-amazon.com/images/M/MV5BNzQwYTU1ZGItYzcxZS00M2NjLWI3OTctYTZhZWNmOTY0YWY3XkEyXkFqcGdeQXVyNjM3MDIwNjc@._V1_QL75_UY281_CR11,0,190,281_.jpg",124.0
Stealing Heaven,6.4,1988,R,Drama,Clive Donner,Derek de LintKim ThomsonDenholm Elliott,66.0,"https://m.media-amazon.com/images/M/MV5BMjA4MTE4MDYxMV5BMl5BanBnXkFtZTcwMTA2ODI4MQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg",108.0
Chicago 10,7.3,2007,R,Documentary,Brett Morgen,Jeffrey WrightNick NolteRoy Scheider,69.0,"https://m.media-amazon.com/images/M/MV5BMTgzNjY5NDkxMF5BMl5BanBnXkFtZTcwNTE1OTc1MQ@@._V1_QL75_UX190_CR0,1,190,281_.jpg",110.0
Sacrifice,6.2,2010,R,Action,Kaige Chen,You GeXueqi WangXiaoming Huang,57.0,"https://m.media-amazon.com/images/M/MV5BMTQ0MDE2MDI2OF5BMl5BanBnXkFtZTcwMTYwMDQwOA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",122.0
Uranus,7.0,1990,R,Comedy,Claude Berri,Philippe NoiretGérard DepardieuMichel Blanc,66.0,"https://m.media-amazon.com/images/M/MV5BZWI1NTJmZGMtNzQxZC00YTdiLTgxNjUtY2YzNGU1ZjFjOTlmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_QL75_UY281_CR11,0,190,281_.jpg",100.0
Mio fratello è figlio unico,7.0,2007,R,Comedy,Daniele Luchetti,Antonio PennacchiDaniele LuchettiSandro Petraglia,71.0,"https://m.media-amazon.com/images/M/MV5BMGExZmUyMDgtOGYwMS00MjJjLTg4Y2QtMmMzNzRkNzkxZWIwXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_QL75_UY281_CR4,0,190,281_.jpg",108.0
Three Minutes: A Lengthening,7.3,2021,PG,Documentary,Bianca Stigter,Helena Bonham CarterGuy ClemensThomas Dudkiewicz,88.0,"https://m.media-amazon.com/images/M/MV5BYjA0YjM3MDItOTIyMS00YzcxLTg5MTUtZGY1NjY1YTY3MzIzXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX190_CR0,0,190,281_.jpg",69.0
The Better Angels,6.0,2014,PG,Biography,A.J. Edwards,Jason ClarkeDiane KrugerBrit Marling,53.0,"https://m.media-amazon.com/images/M/MV5BMjEyOTI0OTg3N15BMl5BanBnXkFtZTgwNjk5NTExMzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",95.0
